AppointmentID,AppointmentDate,AppointmentTime,BookingDate,CustomerID,StaffID,ServiceID,Status,BookingChannel,DiscountPct,NetRevenue,BookedMinutes
A01136,2026-06-16,18:00,2026-06-15,C170,ST01,SV04,Completed,Phone,0,145,150
A01137,2026-06-16,12:30,2026-06-05,C003,ST02,SV06,Completed,Walk-in,0,48,75
A01138,2026-06-17,16:30,2026-06-02,C064,ST04,SV08,Completed,Walk-in,0.05,23.75,30
A01139,2026-06-17,16:00,2026-06-16,C016,ST02,SV07,Cancelled,Phone,0,0,60
A01140,2026-06-17,11:00,2026-06-02,C095,ST01,SV06,Completed,Phone,0,48,75
A01141,2026-06-17,18:00,2026-06-04,C031,ST04,SV04,Completed,Walk-in,0.1,130.5,150
A01142,2026-06-17,10:30,2026-05-28,C006,ST01,SV02,Cancelled,Phone,0,0,40
A01143,2026-06-18,15:30,2026-05-29,C057,ST01,SV04,Completed,Walk-in,0,145,150
A01144,2026-06-18,18:30,2026-06-14,C157,ST03,SV02,Completed,Phone,0,32,40
A01145,2026-06-18,13:00,2026-06-09,C136,ST02,SV02,No-show,Online,0,0,40
A01146,2026-06-18,13:00,2026-06-09,C148,ST03,SV08,Completed,Phone,0,25,30
A01147,2026-06-18,17:00,2026-06-07,C135,ST02,SV04,Cancelled,Walk-in,0,0,150
A01148,2026-06-18,17:30,2026-06-06,C085,ST05,SV05,Completed,Walk-in,0,30,45
A01149,2026-06-18,13:30,2026-06-10,C146,ST05,SV05,Completed,Walk-in,0,30,45
A01150,2026-06-18,16:30,2026-06-08,C147,ST03,SV05,Completed,Online,0,30,45
A01151,2026-06-19,11:00,2026-05-31,C034,ST01,SV05,Completed,Walk-in,0,30,45
A01152,2026-06-19,09:30,2026-06-02,C152,ST04,SV02,Completed,Online,0,32,40
A01153,2026-06-19,18:30,2026-06-13,C026,ST01,SV07,Completed,Online,0.1,63.0,60
A01154,2026-06-19,10:30,2026-06-15,C137,ST02,SV04,Completed,Phone,0.1,130.5,150
A01155,2026-06-19,16:30,2026-06-12,C153,ST05,SV08,Completed,Walk-in,0,25,30
A01156,2026-06-19,10:00,2026-06-16,C014,ST05,SV05,Completed,Phone,0,30,45
A01157,2026-06-20,18:30,2026-06-11,C098,ST01,SV01,Completed,Walk-in,0.05,52.25,60
A01158,2026-06-20,17:30,2026-06-08,C127,ST03,SV06,Completed,Walk-in,0,48,75
A01159,2026-06-20,18:00,2026-06-09,C070,ST03,SV05,Completed,Walk-in,0,30,45
A01160,2026-06-20,15:00,2026-06-19,C021,ST05,SV02,Completed,Online,0.05,30.4,40
A01161,2026-06-20,12:30,2026-05-30,C004,ST03,SV05,Completed,Phone,0,30,45
A01162,2026-06-20,10:00,2026-06-10,C055,ST03,SV05,Completed,Phone,0.05,28.5,45
A01163,2026-06-20,09:30,2026-06-08,C027,ST02,SV05,Completed,Online,0,30,45
A01164,2026-06-20,18:00,2026-06-13,C105,ST03,SV01,Completed,Phone,0.05,52.25,60
A01165,2026-06-20,18:00,2026-06-12,C134,ST02,SV04,Completed,Walk-in,0.1,130.5,150
A01166,2026-06-20,14:30,2026-06-01,C080,ST04,SV02,Completed,Walk-in,0,32,40
A01167,2026-06-22,18:00,2026-06-02,C078,ST02,SV02,Completed,Walk-in,0,32,40
A01168,2026-06-22,18:00,2026-06-10,C011,ST02,SV04,Completed,Walk-in,0,145,150
A01169,2026-06-22,11:30,2026-06-08,C025,ST03,SV02,Completed,Online,0.1,28.8,40
A01170,2026-06-22,18:00,2026-06-15,C110,ST02,SV05,Completed,Walk-in,0.05,28.5,45
A01171,2026-06-22,18:00,2026-06-18,C145,ST02,SV05,Completed,Phone,0.1,27.0,45
A01172,2026-06-22,15:30,2026-06-01,C026,ST03,SV06,Completed,Phone,0,48,75
A01173,2026-06-22,13:30,2026-06-08,C078,ST03,SV05,Completed,Phone,0,30,45
A01174,2026-06-22,18:30,2026-06-05,C004,ST02,SV01,Completed,Phone,0,55,60
A01175,2026-06-22,13:30,2026-06-09,C106,ST04,SV05,Completed,Phone,0,30,45
A01176,2026-06-22,12:00,2026-06-05,C177,ST01,SV07,Completed,Online,0.1,63.0,60
A01177,2026-06-23,11:30,2026-06-18,C013,ST02,SV08,Completed,Phone,0,25,30
A01178,2026-06-23,15:30,2026-06-11,C100,ST04,SV01,Completed,Online,0,55,60
A01179,2026-06-23,11:30,2026-06-15,C008,ST04,SV02,Completed,Online,0,32,40
A01180,2026-06-23,18:00,2026-06-19,C005,ST02,SV08,Completed,Walk-in,0.1,22.5,30
A01181,2026-06-23,14:30,2026-06-23,C038,ST04,SV07,Completed,Walk-in,0,70,60
A01182,2026-06-23,14:00,2026-06-08,C064,ST02,SV06,Completed,Phone,0,48,75
A01183,2026-06-23,15:00,2026-06-16,C058,ST03,SV02,Completed,Walk-in,0,32,40
A01184,2026-06-23,14:00,2026-06-07,C012,ST02,SV08,Completed,Phone,0,25,30
A01185,2026-06-24,14:00,2026-06-24,C150,ST03,SV03,Completed,Phone,0,115,120
A01186,2026-06-24,18:30,2026-06-06,C025,ST05,SV06,Completed,Phone,0,48,75
A01187,2026-06-24,11:00,2026-06-14,C120,ST03,SV03,Completed,Walk-in,0,115,120
A01188,2026-06-24,10:30,2026-06-24,C021,ST04,SV05,Completed,Walk-in,0,30,45
A01189,2026-06-24,10:30,2026-06-18,C128,ST01,SV07,Completed,Phone,0,70,60
A01190,2026-06-24,14:30,2026-06-06,C155,ST04,SV02,Completed,Walk-in,0,32,40
A01191,2026-06-24,09:00,2026-06-07,C055,ST02,SV08,Completed,Walk-in,0,25,30
A01192,2026-06-25,18:30,2026-06-12,C174,ST04,SV05,Completed,Phone,0.1,27.0,45
A01193,2026-06-25,18:00,2026-06-25,C042,ST05,SV05,Completed,Online,0,30,45
A01194,2026-06-25,11:30,2026-06-12,C056,ST04,SV05,Cancelled,Online,0,0,45
A01195,2026-06-25,11:00,2026-06-21,C122,ST04,SV08,Completed,Phone,0.05,23.75,30
A01196,2026-06-25,12:30,2026-06-15,C033,ST02,SV07,Completed,Phone,0.1,63.0,60
A01197,2026-06-25,15:00,2026-06-14,C029,ST03,SV06,Completed,Phone,0,48,75
A01198,2026-06-25,10:30,2026-06-18,C004,ST02,SV07,Completed,Phone,0.05,66.5,60
A01199,2026-06-25,15:30,2026-06-15,C037,ST02,SV02,Completed,Phone,0,32,40
A01200,2026-06-26,12:30,2026-06-16,C089,ST02,SV03,Cancelled,Phone,0,0,120
A01201,2026-06-26,16:00,2026-06-21,C154,ST04,SV02,Cancelled,Walk-in,0.05,0,40
A01202,2026-06-26,09:30,2026-06-18,C016,ST01,SV01,Completed,Walk-in,0,55,60
A01203,2026-06-26,09:00,2026-06-17,C087,ST03,SV07,Completed,Online,0.1,63.0,60
A01204,2026-06-26,13:30,2026-06-11,C055,ST02,SV05,Completed,Walk-in,0.1,27.0,45
A01205,2026-06-26,11:30,2026-06-05,C072,ST04,SV02,Completed,Walk-in,0,32,40
A01206,2026-06-26,14:30,2026-06-11,C047,ST01,SV07,Completed,Phone,0,70,60
A01207,2026-06-27,10:30,2026-06-11,C034,ST04,SV02,Completed,Walk-in,0.1,28.8,40
A01208,2026-06-27,17:30,2026-06-14,C033,ST05,SV02,Completed,Online,0,32,40
A01209,2026-06-27,16:00,2026-06-07,C043,ST04,SV02,Completed,Online,0,32,40
A01210,2026-06-27,13:30,2026-06-12,C088,ST03,SV06,Completed,Online,0,48,75
A01211,2026-06-27,18:00,2026-06-20,C144,ST02,SV06,Completed,Walk-in,0,48,75
A01212,2026-06-27,14:30,2026-06-21,C036,ST02,SV08,Completed,Online,0.05,23.75,30
A01213,2026-06-27,11:00,2026-06-25,C038,ST04,SV04,Completed,Walk-in,0,145,150
A01214,2026-06-27,12:00,2026-06-09,C042,ST05,SV01,Completed,Online,0,55,60
A01215,2026-06-29,16:30,2026-06-12,C164,ST01,SV07,Completed,Walk-in,0,70,60
A01216,2026-06-29,11:30,2026-06-22,C148,ST02,SV08,Completed,Walk-in,0,25,30
A01217,2026-06-29,10:30,2026-06-23,C145,ST03,SV05,Completed,Walk-in,0,30,45
A01218,2026-06-29,12:00,2026-06-12,C072,ST02,SV08,Completed,Phone,0.1,22.5,30
A01219,2026-06-29,11:30,2026-06-23,C133,ST03,SV08,Completed,Phone,0.05,23.75,30
A01220,2026-06-29,18:30,2026-06-15,C149,ST03,SV07,Completed,Phone,0,70,60
A01221,2026-06-29,17:00,2026-06-27,C003,ST02,SV03,Completed,Online,0,115,120
A01222,2026-06-30,09:00,2026-06-27,C163,ST05,SV06,Cancelled,Phone,0,0,75
A01223,2026-06-30,15:30,2026-06-10,C044,ST04,SV08,No-show,Phone,0.1,0,30
A01224,2026-06-30,12:00,2026-06-23,C122,ST05,SV04,Completed,Walk-in,0,145,150
A01225,2026-06-30,17:30,2026-06-24,C156,ST01,SV03,Completed,Online,0,115,120
A01226,2026-06-30,15:00,2026-06-19,C028,ST04,SV06,Completed,Phone,0.05,45.6,75
A01227,2026-06-30,14:30,2026-06-17,C099,ST01,SV05,Completed,Online,0,30,45
A01228,2026-06-30,12:00,2026-06-25,C026,ST04,SV01,Completed,Phone,0.1,49.5,60
A01229,2026-06-30,14:00,2026-06-25,C046,ST02,SV06,Cancelled,Phone,0.05,0,75
A01230,2026-06-30,18:00,2026-06-23,C170,ST01,SV05,Cancelled,Online,0,0,45
A01231,2026-06-30,16:00,2026-06-09,C167,ST02,SV08,Completed,Phone,0,25,30
